Year,Month,Mean_File_Count,Mean_Word_Count,Mean_Positive,Mean_Negative,Mean_Sentiment_Score,Median_Sentiment_Score,StdDev_Sentiment_Score,Date,Mean_Sentiment_Score_Corrected,Mean_Positive_Corrected,Mean_Negative_Corrected,Median_Sentiment_Score_Corrected,StdDev_Sentiment_Score_Corrected
2000,2,11,30030.636363636364,984.5454545454545,416.3636363636364,298.6500000000003,337.55000000000007,112.69643960658223,2000-02-01,0.009944844204554753,0.03278470168343237,0.013864629151442315,0.011240188050384911,0.0037527156681582885
2000,3,5,21151.6,965.8,251.8,354.1500000000005,530.6000000000004,314.1319070072321,2000-03-01,0.016743414209799756,0.04566084835189773,0.01190453677263186,0.02508557272263093,0.014851448921463725
2000,5,4,20452.25,832.0,363.25,258.2375,297.09999999999997,208.54474889497152,2000-05-01,0.012626361402779646,0.040680120769108534,0.017760882054541675,0.014526519087142,0.010196665349532277
2000,6,4,23522.25,781.5,444.5,175.97499999999957,215.94999999999945,111.20192968949152,2000-06-01,0.007481214594692241,0.033223862513152444,0.01889700177491524,0.009180669366238325,0.0047275209509928485
2000,8,4,21179.0,819.0,356.5,257.9875000000005,284.55000000000064,188.89831645182417,2000-08-01,0.012181288068369637,0.03867038103782048,0.016832711648330893,0.0134354785400633,0.008919132936013228
2000,10,4,18164.5,623.0,360.75,161.6124999999998,153.27499999999998,161.21292015530244,2000-10-01,0.008897162046849615,0.034297668529274135,0.019860166808885464,0.00843816234963803,0.008875164202444462
2000,11,4,22368.75,874.5,453.25,240.71249999999992,273.8999999999997,168.73483326904784,2000-11-01,0.010761106454316844,0.03909471919530595,0.020262643196423583,0.012244761106454304,0.007543328673665173
2000,12,5,22482.0,835.4,444.4,185.58500000000012,248.60000000000025,148.946826292137,2000-12-01,0.008254826083088699,0.0371586157815141,0.019766924650831776,0.01105773507695046,0.00662515907357606
2001,1,13,28986.076923076922,1089.5384615384614,601.7692307692307,214.56730769230776,265.40000000000015,97.53202806461806,2001-01-01,0.007402426629230482,0.0375883381676614,0.020760630435301828,0.009156120047025235,0.003364788837187177
2001,3,5,21427.8,831.0,450.0,204.69500000000045,271.50000000000017,176.33844624755022,2001-03-01,0.009552777233313754,0.038781396130260694,0.02100075602721698,0.01267045613642092,0.008229423750807372
2001,4,1,1993.0,53.0,71.0,-3.35,-3.35,,2001-04-01,-0.0016808830908178625,0.026593075765178123,0.03562468640240843,-0.0016808830908178625,
2001,5,5,22160.2,831.8,574.0,184.02500000000052,216.12500000000065,162.32344832155385,2001-05-01,0.008304302307740928,0.037535762312614504,0.02590229330060198,0.009752845190927908,0.007324999247369331
2001,6,5,21543.0,792.8,548.8,142.79000000000002,162.3500000000002,132.97141915652395,2001-06-01,0.006628139070695819,0.03680081697070974,0.025474632131086663,0.007536090609478726,0.00617237242522044
2001,8,5,23478.2,873.8,531.2,174.385,195.09999999999997,141.51385930360308,2001-08-01,0.00742752851581467,0.03721750389723232,0.02262524384322478,0.008309836358835003,0.0060274577822662335
2001,9,1,1361.0,15.0,43.0,-10.85,-10.85,,2001-09-01,-0.007972079353416605,0.011021307861866276,0.03159441587068332,-0.007972079353416605,
2001,10,4,19827.0,732.0,729.25,10.287499999999973,4.974999999999996,26.54839527479322,2001-10-01,0.0005188631663892658,0.036919352398244815,0.03678065264538256,0.00025092046199626754,0.0013390021321830442
2001,11,4,22594.25,827.0,742.75,103.23125000000024,112.78750000000002,84.39044025391772,2001-11-01,0.004568916870442712,0.036602232868982156,0.03287340805735973,0.004991867399891567,0.003735040563591078
2001,12,4,23823.5,884.75,698.25,121.18750000000007,145.00000000000028,95.6006657490766,2001-12-01,0.005086888996159258,0.03713770017000021,0.02930929544357462,0.006086427267194169,0.004012872405359271
2002,1,9,31757.666666666668,1239.6666666666667,605.7777777777778,316.0833333333328,333.6749999999996,90.18070227326884,2002-01-01,0.00995297723384378,0.03903519360154503,0.01907500900919813,0.01050691171685576,0.0028396513893737627
2002,3,3,31701.333333333332,1433.6666666666667,638.3333333333334,388.7833333333327,403.3749999999999,33.395661519624355,2002-03-01,0.012263942631224744,0.04522417563930014,0.02013585127860027,0.012724228213324357,0.0010534465906678276
2002,5,4,19196.75,877.5,461.5,237.24999999999932,220.56249999999966,208.6005862487758,2002-05-01,0.012358862828343304,0.045710862515790436,0.024040527693489782,0.011489575058278077,0.010866453240719174
2002,6,7,25810.285714285714,1258.0,446.42857142857144,401.8499999999996,526.8500000000004,247.10920114731962,2002-06-01,0.01556937433581295,0.048740258590152324,0.01729653737159051,0.02041240479985832,0.009574059112819017
2002,8,6,26683.666666666668,1241.1666666666667,569.1666666666666,326.45833333333354,379.90000000000066,162.24040315737224,2002-08-01,0.012234388077600538,0.04651409726299484,0.021330152028082094,0.01423717380170144,0.006080139029769981
2002,9,5,25930.6,1088.4,541.6,290.62999999999954,350.82499999999976,157.6135854312689,2002-09-01,0.011207993644574346,0.041973575621080894,0.02088652017307737,0.013529382274224268,0.0060782853243376124
2002,11,7,28753.428571428572,1094.7142857142858,656.7142857142857,276.88214285714287,308.70000000000016,115.70882971411267,2002-11-01,0.00962953486292318,0.03807247831314527,0.022839512306606913,0.01073611097310135,0.004024175044957563
2002,12,5,23821.8,1050.2,612.8,260.0450000000004,297.9250000000002,155.40845014026792,2002-12-01,0.010916261575531674,0.04408566942884249,0.025724336532084058,0.012506401699283857,0.006523791239128358
2003,1,9,28995.11111111111,1123.111111111111,535.5555555555555,308.1138888888895,341.5500000000002,119.08489232417847,2003-01-01,0.010626408283388792,0.03873449930256442,0.01847054675884057,0.011779572035132366,0.004107067976661224
2003,3,3,21969.333333333332,894.3333333333334,583.3333333333334,176.00833333333313,233.2749999999999,131.67195585367932,2003-03-01,0.008011546398009337,0.04070825999878619,0.026552163622018576,0.010618210232445222,0.005993443399299599
2003,5,2,4343.0,109.5,76.5,19.550000000000008,19.550000000000008,16.617009357883873,2003-05-01,0.004501496661294038,0.025212986414920563,0.017614552152889706,0.004501496661294038,0.0038261591890130955
2003,6,5,23006.8,988.4,524.0,279.83500000000095,364.9000000000012,210.09240496743425,2003-06-01,0.012163143070744344,0.04296121146791383,0.02277587495870786,0.015860528191665127,0.009131752567390261
2003,8,4,19999.75,785.0,341.25,197.17499999999995,198.06250000000009,179.4592235486008,2003-08-01,0.009858873235915448,0.03925049063113289,0.01706271328391605,0.009903248790609886,0.0089730733408468
2003,9,4,20709.0,932.25,438.75,288.68750000000034,302.20000000000044,256.0417849199622,2003-09-01,0.013940195084262898,0.04501665942343908,0.0211864406779661,0.014592689168960378,0.012363792791538085
2003,10,4,19028.5,796.0,371.75,248.86250000000064,246.1875000000003,241.2470142302292,2003-10-01,0.013078408702735404,0.04183198885881704,0.019536484746564366,0.01293783009695984,0.012678193984298773
2003,12,4,24349.0,893.25,521.25,217.80000000000086,281.3500000000011,141.2938250596967,2003-12-01,0.008944925869645607,0.03668528481662491,0.021407449997946526,0.011554889317836508,0.005802859462799158
2004,1,2,16352.0,535.5,165.5,172.33750000000015,172.33750000000015,227.17573112570827,2004-01-01,0.01053923067514678,0.032748287671232876,0.010121086105675147,0.01053923067514678,0.013892840699957698
2004,3,3,22472.333333333332,893.6666666666666,446.6666666666667,219.40000000000086,298.4000000000014,180.42464493522016,2004-03-01,0.00976311612797963,0.03976741771363306,0.01987629232982779,0.013278549920643224,0.008028745491577206
2004,5,2,3645.0,140.0,55.5,38.437499999999986,38.437499999999986,30.03436053089857,2004-05-01,0.01054526748971193,0.038408779149519894,0.015226337448559672,0.01054526748971193,0.008239879432345287
2004,6,2,3787.5,131.5,37.5,41.77499999999998,41.77499999999998,32.77439930799643,2004-06-01,0.011029702970297024,0.03471947194719472,0.009900990099009901,0.011029702970297024,0.008653306747985857
2004,8,3,23343.0,832.6666666666666,409.0,225.53333333333413,325.75000000000125,177.05575628409704,2004-08-01,0.009661711576632571,0.03567093632637907,0.0175213125990661,0.01395493295634671,0.0075849614995543435
2004,9,2,3502.5,91.5,47.0,21.062500000000007,21.062500000000007,14.796209396328516,2004-09-01,0.006013561741613135,0.026124197002141327,0.013418986438258387,0.006013561741613135,0.0042244709197226315
2004,11,2,2717.0,83.5,48.5,21.874999999999996,21.874999999999996,21.036426740299785,2004-11-01,0.00805115936694884,0.030732425469267573,0.01785057048214943,0.00805115936694884,0.007742519963305037
2004,12,2,3739.5,106.0,50.0,29.950000000000017,29.950000000000017,17.253405460951754,2004-12-01,0.008009092124615595,0.028346035566252172,0.013370771493515177,0.008009092124615595,0.0046138268380670555
2005,2,2,5235.5,146.5,60.5,44.31249999999997,44.31249999999997,45.20180098735,2005-02-01,0.008463852545124625,0.027982045649890173,0.011555725336644064,0.008463852545124625,0.008633712345974596
2005,3,2,3226.0,98.5,48.5,27.0625,27.0625,22.71580534561783,2005-03-01,0.008388871667699938,0.030533168009919405,0.015034097954122753,0.008388871667699938,0.007041477168511417
2005,5,2,3216.5,93.5,46.5,22.599999999999994,22.599999999999994,15.273506473629421,2005-05-01,0.007026270791232705,0.029068863671692834,0.014456707601430125,0.007026270791232705,0.0047484863900604446
2005,6,2,3285.5,77.5,52.0,18.83750000000001,18.83750000000001,5.992729970555992,2005-06-01,0.005733526099528233,0.023588494901841426,0.015827119159945214,0.005733526099528233,0.0018239932949493203
2005,8,2,2603.5,74.0,34.5,20.850000000000016,20.850000000000016,15.344217151748099,2005-08-01,0.008008450163241795,0.028423276358747838,0.013251392356443249,0.008008450163241795,0.005893688170442903
2005,9,1,3978.0,114.0,85.0,16.25000000000001,16.25000000000001,,2005-09-01,0.004084967320261441,0.02865761689291101,0.021367521367521368,0.004084967320261441,
2005,11,1,4174.0,107.0,78.0,17.575000000000006,17.575000000000006,,2005-11-01,0.004210589362721611,0.025634882606612362,0.018687110685194058,0.004210589362721611,
2005,12,1,4215.0,129.0,56.0,41.05,41.05,,2005-12-01,0.009739027283511269,0.030604982206405694,0.0132858837485172,0.009739027283511269,
2006,1,3,3521.3333333333335,110.0,38.333333333333336,32.32499999999998,36.325,27.593307612535302,2006-01-01,0.009179761453994694,0.03123816736084816,0.010886028019689511,0.010315694812570997,0.007836039647634031
2006,2,5,3137.2,127.2,55.0,35.15999999999997,29.65000000000001,20.52057351781374,2006-02-01,0.011207446130307271,0.040545709549917125,0.01753155680224404,0.009451102894300654,0.00654104727713048
2006,3,11,3619.5454545454545,139.45454545454547,77.36363636363636,29.074999999999992,28.55000000000002,14.349211650819008,2006-03-01,0.008032776591736781,0.038528192892126084,0.021373854075097325,0.00788773075474068,0.003964368407861587
2006,4,11,3417.090909090909,138.54545454545453,70.63636363636364,27.597727272727276,19.974999999999984,21.179254161045943,2006-04-01,0.008076380759816964,0.04054485474087474,0.020671490901351498,0.005845615622007019,0.006198036494932036
2006,5,12,3496.75,151.41666666666666,73.41666666666667,31.847916666666674,39.51250000000003,25.309523581085337,2006-05-01,0.00910786206239127,0.043302113867639,0.020995686470770478,0.011299778365625233,0.007238013464241177
2006,6,15,7853.933333333333,293.93333333333334,141.06666666666666,69.05,28.200000000000006,104.42895098377377,2006-06-01,0.008791773124294409,0.0374249845088236,0.017961276303168686,0.0035905575974670874,0.01329638877128748
2006,7,3,4512.666666666667,184.66666666666666,92.0,38.90000000000003,38.57500000000003,7.892520193195573,2006-07-01,0.008620180233417053,0.04092184960850938,0.020387058649726692,0.008548160732752259,0.0017489703486177218
2006,8,4,3584.5,101.25,38.75,31.693749999999987,38.837499999999984,19.333739668862126,2006-08-01,0.008841888687404098,0.028246617380387782,0.010810433812247175,0.010834844469242568,0.005393706142798752
2006,9,5,3103.8,101.2,35.2,31.79000000000001,30.52499999999999,28.318989874287553,2006-09-01,0.010242283652297186,0.03260519363361041,0.011340936916038404,0.009834718731877051,0.009123973798017769
2006,10,8,3593.25,142.625,86.0,25.415625000000006,24.525000000000006,11.883534057528035,2006-10-01,0.007073158004591944,0.03969247895359354,0.02393376469769707,0.006825297432686288,0.0033071826501156433
2006,11,8,4108.125,140.25,65.25,33.103125000000006,33.30000000000001,11.257080609078256,2006-11-01,0.008057964399817437,0.03413966225467823,0.015883158375171156,0.008105887722501143,0.0027401991441541474
2006,12,5,3301.8,107.2,50.8,29.395000000000003,24.424999999999997,32.505645663484366,2006-12-01,0.008902719728632867,0.03246713913622872,0.015385547277242714,0.007397480162335694,0.009844825750646425
2007,1,7,4343.428571428572,153.42857142857142,85.14285714285714,25.83214285714286,21.54999999999999,27.40226463529716,2007-01-01,0.005947408235758453,0.03532429943428496,0.019602683857387185,0.00496151822128667,0.006308901869723725
2007,2,3,5397.0,185.33333333333334,114.66666666666667,26.125000000000004,30.60000000000003,13.72117433020949,2007-02-01,0.004840652214193071,0.03434006546847014,0.02124637144092397,0.005669816564758205,0.002542370637429959
2007,3,13,4664.846153846154,147.0,80.76923076923077,31.680769230769233,39.59999999999998,22.377204625667044,2007-03-01,0.0067913856504460525,0.031512293257259696,0.017314446844648185,0.008489025938690364,0.004796986628855293
2007,4,5,4074.4,151.4,91.2,27.314999999999998,18.349999999999977,16.14263183313055,2007-04-01,0.00670405458472413,0.037158845474180247,0.022383663852346358,0.004503730610642052,0.00396196540180899
2007,5,12,4176.333333333333,145.75,73.91666666666667,31.97916666666667,34.0,18.797926122717676,2007-05-01,0.0076572352143028195,0.0348990342405619,0.017698938462766385,0.00814111261872456,0.004501059810691438
2007,6,8,4062.875,134.25,69.75,27.771874999999987,18.874999999999996,25.155003185606166,2007-06-01,0.006835522874811552,0.03304310371350337,0.017167646063440296,0.004645725009999076,0.0061914292676014315
2007,7,2,5405.0,235.5,85.5,60.27499999999998,60.27499999999998,17.218050121892368,2007-07-01,0.011151711378353373,0.04357076780758557,0.01581868640148011,0.011151711378353373,0.003185578190914407
2007,8,6,2903.8333333333335,99.83333333333333,45.5,22.729166666666675,17.124999999999996,26.805337232847265,2007-08-01,0.007827297250760491,0.03437984273661252,0.01566894335074327,0.005897377030362164,0.009231017815363805
2007,9,10,4696.5,142.8,84.7,26.4075,20.150000000000002,22.7969876482252,2007-09-01,0.005622804215905461,0.030405621207282022,0.0180347066964761,0.0042904290429042905,0.004854037612738252
2007,10,12,4348.583333333333,137.75,89.41666666666667,19.34583333333333,19.5125,16.982192656551828,2007-10-01,0.004448766839775405,0.031676982925473815,0.02056225207443037,0.0044870934978824524,0.0039052241511339314
2007,11,11,3969.909090909091,155.27272727272728,81.0,29.07500000000001,30.15000000000001,24.291971410324027,2007-11-01,0.007323845290709659,0.03911241384048181,0.020403489889853212,0.0075946323478898094,0.006119024605866045
2007,12,4,22285.25,739.25,473.0,136.8812499999997,158.42499999999987,106.47785249955312,2007-12-01,0.006142235335031005,0.03317216544575448,0.021224801157716428,0.007108962205943387,0.004777951896413687
2008,1,7,6472.0,192.28571428571428,121.28571428571429,28.03214285714282,24.050000000000008,45.826879199252126,2008-01-01,0.004331295249867555,0.029710400847607274,0.01874006710224263,0.00371600741656366,0.00708079097639866
2008,2,7,4179.0,147.14285714285714,96.0,20.189285714285724,15.424999999999988,15.9358927761023,2008-02-01,0.004831128431272008,0.035210063925067515,0.02297200287150036,0.003691074419717633,0.0038133268188806652
2008,3,12,4140.333333333333,129.0,84.08333333333333,20.13958333333333,19.787499999999994,10.992670380000174,2008-03-01,0.00486424200950004,0.03115691168182916,0.02030834876418968,0.004779204572900732,0.0026550206215280995
2008,4,10,4566.8,174.9,93.1,36.98,33.40000000000002,23.821599092700147,2008-04-01,0.008097573793465884,0.03829815187877726,0.0203862660944206,0.007313655075764216,0.0052162562609924116
2008,5,10,4467.0,168.0,110.7,22.072500000000012,19.450000000000014,15.00955922256066,2008-05-01,0.004941235728676967,0.03760913364674278,0.02478173270651444,0.004354152675173498,0.0033600983260713368
2008,6,10,3639.7,135.3,61.6,31.869999999999997,34.07499999999999,16.63104443169125,2008-06-01,0.0087562161716625,0.037173393411544915,0.01692447179712614,0.009362035332582353,0.004569344844819972
2008,7,5,4541.4,165.8,79.4,39.079999999999984,39.19999999999999,24.42791308114549,2008-07-01,0.008605275906108246,0.036508565640551376,0.017483595367067426,0.00863169947593253,0.005378938891343087
2008,8,3,3563.0,124.66666666666667,83.33333333333333,15.075000000000003,21.7,11.713800621489169,2008-08-01,0.004230985124894752,0.03498924127607821,0.02338853026475816,0.006090373280943025,0.003287622964212509
2008,9,5,2463.6,78.4,46.0,15.735000000000003,15.399999999999997,11.880388251231526,2008-09-01,0.006386994641987337,0.03182334794609515,0.018671862315310928,0.006251014775125831,0.004822368993031144
2008,10,9,3313.1111111111113,125.22222222222223,72.44444444444444,24.247222222222224,20.6,18.957095655570352,2008-10-01,0.007318565966865652,0.03779596217050104,0.021865986987725534,0.006217720839761218,0.005721841199950807
2008,11,3,4676.0,158.0,128.66666666666666,12.483333333333336,8.6,8.839730388045401,2008-11-01,0.0026696606786427153,0.03378956372968349,0.027516395779868832,0.0018391787852865696,0.001890447046203037
2008,12,9,3712.8888888888887,126.0,82.77777777777777,17.288888888888895,15.124999999999996,12.46009324247259,2008-12-01,0.004656451999042376,0.03393583911898492,0.02229470912137898,0.004073647354560689,0.0033559025371754044
2009,1,3,13364.666666666666,423.0,250.33333333333334,77.775,37.45000000000001,96.71279323336702,2009-01-01,0.005819449294158728,0.031650621040554695,0.018730982191849155,0.00280216491245573,0.0072364538260114
2009,2,4,4949.25,158.0,99.5,24.23750000000001,30.250000000000007,17.9022985023339,2009-02-01,0.004897206647471841,0.031924028893266655,0.020104056170126786,0.006112037177350105,0.0036171740167366567
2009,3,6,4189.166666666667,138.5,86.83333333333333,22.075000000000006,21.1125,12.197141058461208,2009-03-01,0.005269544459916452,0.03306146807240899,0.02072806843047543,0.005039785160135269,0.002911591261220101
2009,4,9,4595.777777777777,169.0,119.55555555555556,26.36666666666667,28.724999999999994,13.639195586617271,2009-04-01,0.005737150041100528,0.036772883322856734,0.0260142159470045,0.006250302209757748,0.002967766555765085
2009,5,4,4089.0,161.75,71.5,36.25625000000003,40.80000000000001,11.854453716501121,2009-05-01,0.008866776718023973,0.039557348985081925,0.017485937882122767,0.009977989728539988,0.0028991082701152167
2009,6,10,4071.9,136.6,95.3,16.522499999999997,12.412499999999994,13.849987214193861,2009-06-01,0.004057688057172327,0.03354699280434195,0.02340430757140401,0.0030483312458557416,0.0034013574042078294
2009,7,2,2539.5,89.5,72.5,6.8875,6.8875,24.16537424705027,2009-07-01,0.002712148060641859,0.03524315810198858,0.028548926954124827,0.002712148060641859,0.009515800057905206
2009,8,5,5323.6,191.8,136.2,18.250000000000007,25.00000000000002,17.07081756975922,2009-08-01,0.0034281313396949445,0.03602825155909535,0.025584191148846643,0.004696070328349241,0.0032066303948003645
2009,9,7,3003.4285714285716,113.0,65.42857142857143,24.589285714285715,18.350000000000005,18.25820510267721,2009-09-01,0.008187071917808219,0.03762366818873668,0.02178462709284627,0.006109684170471843,0.006079120800929436
2009,10,8,4470.5,153.5,115.5,9.615625000000007,4.887500000000005,20.265641831417177,2009-10-01,0.0021509059389330067,0.03433620400402639,0.02583603623755732,0.0010932781568057275,0.004533193564795253
2009,11,7,5177.571428571428,223.0,124.14285714285714,44.66785714285714,31.37500000000001,41.65091964342273,2009-11-01,0.008627183180200313,0.04307038600557349,0.02397704384294898,0.00605979085616533,0.00804448962569211
2009,12,5,4395.8,162.0,93.4,35.705000000000005,35.60000000000003,21.199590208303565,2009-12-01,0.008122526047590882,0.036853360025478864,0.02124755448382547,0.008098639610537337,0.004822692162587826
2010,1,6,5338.166666666667,168.5,106.5,27.96249999999999,21.60000000000001,29.11387448451337,2010-01-01,0.005238221611664427,0.03156514408817009,0.019950669705579318,0.0040463330107090465,0.005453908860941029
2010,2,4,3175.25,133.75,86.0,15.612500000000002,19.324999999999996,15.979016187905104,2010-02-01,0.004916935674356351,0.04212266750649555,0.02708448153688686,0.006086134950003936,0.005032364754871303
2010,3,8,3926.25,154.5,98.125,23.628124999999997,23.587500000000002,12.269790409637343,2010-03-01,0.006017987901942056,0.039350525310410694,0.024992040751353074,0.006007640878701051,0.0031250660069117716
2010,4,11,2760.818181818182,114.0909090909091,63.63636363636363,23.765909090909087,19.69999999999999,19.307628909084325,2010-04-01,0.00860828476406862,0.041325035397938685,0.02304982054068293,0.00713556587309427,0.006993444565179215
2010,5,8,3745.375,153.75,71.625,39.02187500000001,29.375000000000007,32.044838668151506,2010-05-01,0.010418683042418986,0.041050629109234724,0.019123585755765445,0.007843006374528587,0.008555842517278379
2010,6,8,3406.625,127.25,72.875,23.471874999999997,19.4125,22.46674303077137,2010-06-01,0.006890067148570799,0.03735368583275236,0.021392140314827727,0.00569845521593953,0.006595015016554909
2010,7,3,2117.0,83.33333333333333,22.666666666666668,24.458333333333332,27.725000000000005,15.731463960271892,2010-07-01,0.011553298693119194,0.039363879703983626,0.010706975279483546,0.013096362777515354,0.007431017458796359
2010,8,4,4523.5,162.75,107.75,35.968749999999986,32.637499999999974,28.302233237855965,2010-08-01,0.007951530894219076,0.03597877749530231,0.02382005084558417,0.0072150989278213715,0.006256711227557415
2010,9,7,3382.4285714285716,119.85714285714286,78.85714285714286,14.814285714285713,13.175,16.207199127900807,2010-09-01,0.0043797778434767915,0.03543523250411792,0.023313764412721205,0.0038951302952232123,0.004791586514140543
2010,10,6,4191.166666666667,143.5,100.66666666666667,18.124999999999996,17.387500000000014,9.39789870130553,2010-10-01,0.004324571519465541,0.0342386765816996,0.024018769634548853,0.0041486061955700515,0.0022423109002200335
2010,11,7,3778.0,151.14285714285714,97.57142857142857,24.503571428571423,19.3,23.22424841164324,2010-11-01,0.00648585797474098,0.040006050064281935,0.025826211903501473,0.005108523028057173,0.006147233565813457
2010,12,4,3829.25,131.5,80.75,22.574999999999996,16.825000000000003,18.795500348044282,2010-12-01,0.005895410328393288,0.03434092838023112,0.021087680355160933,0.004393810798459229,0.004908402519565001
2011,1,4,6080.25,203.5,122.75,42.11249999999998,30.937499999999996,40.03589275054736,2011-01-01,0.006926113235475513,0.03346901854364541,0.020188314625221002,0.005088195386702849,0.006584580033805742
2011,2,6,4011.1666666666665,128.66666666666666,81.16666666666667,23.95416666666667,23.550000000000004,10.783777360770511,2011-02-01,0.005971870195703661,0.03207711804545643,0.02023517679810529,0.005871109818423569,0.002688439114331785
2011,3,7,3741.714285714286,142.28571428571428,88.71428571428571,24.77857142857142,12.400000000000002,32.62525998801714,2011-03-01,0.006622251069028709,0.03802687843616371,0.023709529627367134,0.0033139890042761153,0.00871933490822083
2011,4,8,4128.375,145.75,85.625,30.118749999999988,34.92499999999996,22.41664619843284,2011-04-01,0.0072955460683683014,0.035304447875980256,0.020740606170708813,0.008459745057074506,0.005429895830304379
2011,5,6,3684.6666666666665,145.83333333333334,46.5,42.42083333333334,32.77500000000001,26.214568548169286,2011-05-01,0.011512800796091915,0.039578433146372355,0.012619866111814728,0.008894970146553287,0.0071145020485351785
2011,6,8,4328.5,144.0,102.875,14.421875,12.600000000000001,10.90730781812293,2011-06-01,0.0033318412845096453,0.03326787570751993,0.023766893843132724,0.002910939124407994,0.0025198816722012086
2011,8,3,3996.0,133.33333333333334,100.66666666666667,18.616666666666667,23.824999999999992,10.347352721026445,2011-08-01,0.004658825492158826,0.033366700033366704,0.02519185852519186,0.00596221221221221,0.002589427607864476
2011,9,8,4207.875,155.5,98.0,27.78125,14.462499999999999,31.79562175048633,2011-09-01,0.006602204200457476,0.03695451979918605,0.023289665211062592,0.0034370079909693133,0.007556218221902107
2011,10,5,5181.8,181.6,133.6,16.469999999999978,18.649999999999995,31.930566272773838,2011-10-01,0.0031784322050252764,0.035045737002585974,0.025782546605426684,0.0035991354355629306,0.006162060726537851
2011,11,8,3799.625,146.875,86.625,22.81875,25.23749999999999,16.036140823153183,2011-11-01,0.006005526861203409,0.038655130440504,0.022798302464058954,0.006642102839095961,0.004220453550851251
2011,12,2,4416.5,142.0,85.5,27.862499999999994,27.862499999999994,26.322049929669223,2011-12-01,0.006308728631269103,0.03215215668515793,0.019359221102683122,0.006308728631269103,0.0059599343212202475
2012,1,7,5183.285714285715,178.85714285714286,112.0,28.44285714285713,21.3,28.276693562181602,2012-01-01,0.005487418350191547,0.03450651820411763,0.021607915552738194,0.00410936251136896,0.005455360773234606
2012,2,1,4507.0,193.0,58.0,58.475000000000016,58.475000000000016,,2012-02-01,0.012974262258708678,0.042822276458841804,0.012868870645662302,0.012974262258708678,
2012,3,7,3285.5714285714284,109.71428571428571,78.0,12.92142857142855,16.824999999999996,37.20432722528006,2012-03-01,0.003932779686073301,0.0333927562067916,0.023740162615765902,0.005120874820644375,0.011323548440234811
2012,4,7,4953.142857142857,165.85714285714286,143.71428571428572,3.2357142857142667,5.15000000000001,28.5152256739815,2012-04-01,0.0006532648823257923,0.03348523304107061,0.0290147669589294,0.0010397438855560704,0.005756996415490036
2012,5,3,4147.666666666667,151.33333333333334,120.0,9.191666666666665,11.000000000000004,6.576679126529844,2012-05-01,0.002216105440810093,0.03648637788314715,0.02893192959897131,0.0026520935465723706,0.0015856334790315463
2012,6,4,5639.0,203.5,139.0,30.38124999999998,26.225,19.84480804265938,2012-06-01,0.005387701720163146,0.03608795885795354,0.024649760595850327,0.004650647277886151,0.003519206959152222
2012,7,3,2914.3333333333335,112.0,53.0,27.79166666666666,27.85,7.1876775340393015,2012-07-01,0.009536200388882532,0.03843074459567654,0.01818597735331122,0.009556216401692783,0.002466319638810237
2012,8,5,4300.8,130.8,75.8,29.70999999999999,33.24999999999998,13.887827403881417,2012-08-01,0.006908017113095235,0.03041294642857143,0.017624627976190476,0.007731119791666662,0.003229126535500701
2012,9,2,4644.0,160.0,107.0,35.43749999999999,35.43749999999999,29.61009646218666,2012-09-01,0.007630813953488371,0.034453057708871665,0.023040482342807925,0.007630813953488371,0.006375989763606086
2012,10,8,5556.375,168.875,107.25,27.125000000000007,18.712500000000013,19.208810292601225,2012-10-01,0.004881779937459226,0.030393017029988076,0.019302152932442463,0.003367753256394684,0.0034570759339679603
2012,11,6,5661.5,197.0,115.16666666666667,31.45,25.900000000000023,27.493235531672116,2012-11-01,0.005555064912125761,0.03479643204097854,0.02034207659925226,0.00457475933939769,0.004856175135860129
