Year,Month,Mean_File_Count,Mean_Word_Count,Mean_Positive,Mean_Negative,Mean_Sentiment_Score,Median_Sentiment_Score,StdDev_Sentiment_Score,Date,Mean_Sentiment_Score_Corrected,Mean_Positive_Corrected,Mean_Negative_Corrected,Median_Sentiment_Score_Corrected,StdDev_Sentiment_Score_Corrected,ORG,GPE,PERSON,WORK_OF_ART,PRODUCT,NORP,LOC,LAW,FAC,EVENT,LANGUAGE
2000,2,11,30030.636363636364,984.5454545454544,416.3636363636364,298.6500000000003,337.55000000000007,112.69643960658225,2000-02-01,0.0099448442045547,0.0327847016834323,0.0138646291514423,0.0112401880503849,0.0037527156681582,5986.0,1702.0,1921.0,113.0,275.0,444.0,16.0,36.0,,,
2000,3,5,21151.6,965.8,251.8,354.1500000000005,530.6000000000004,314.1319070072321,2000-03-01,0.0167434142097997,0.0456608483518977,0.0119045367726318,0.0250855727226309,0.0148514489214637,61.0,77.0,,,,,,,,,
2000,5,4,20452.25,832.0,363.25,258.2375,297.1,208.54474889497152,2000-05-01,0.0126263614027796,0.0406801207691085,0.0177608820545416,0.014526519087142,0.0101966653495322,49.0,28.0,,,,,,,,,
2000,6,4,23522.25,781.5,444.5,175.97499999999957,215.94999999999945,111.20192968949152,2000-06-01,0.0074812145946922,0.0332238625131524,0.0188970017749152,0.0091806693662383,0.0047275209509928,16.0,,,,,,,,,,
2000,8,4,21179.0,819.0,356.5,257.9875000000005,284.55000000000064,188.89831645182417,2000-08-01,0.0121812880683696,0.0386703810378204,0.0168327116483308,0.0134354785400633,0.0089191329360132,22.0,,,,,,,,,,
2000,10,4,18164.5,623.0,360.75,161.6124999999998,153.27499999999998,161.21292015530244,2000-10-01,0.0088971620468496,0.0342976685292741,0.0198601668088854,0.008438162349638,0.0088751642024444,13.0,,,,,,,,,,
2000,11,4,22368.75,874.5,453.25,240.71249999999992,273.8999999999997,168.73483326904784,2000-11-01,0.0107611064543168,0.0390947191953059,0.0202626431964235,0.0122447611064543,0.0075433286736651,18.0,,,,,,,,,,
2000,12,5,22482.0,835.4,444.4,185.5850000000001,248.60000000000025,148.946826292137,2000-12-01,0.0082548260830886,0.0371586157815141,0.0197669246508317,0.0110577350769504,0.006625159073576,18.0,,,,,,,,,,
2001,1,13,28986.07692307692,1089.5384615384614,601.7692307692307,214.56730769230776,265.40000000000015,97.53202806461806,2001-01-01,0.0074024266292304,0.0375883381676614,0.0207606304353018,0.0091561200470252,0.0033647888371871,99.0,126.0,,,,,,,,,
2001,3,5,21427.8,831.0,450.0,204.69500000000045,271.50000000000017,176.33844624755022,2001-03-01,0.0095527772333137,0.0387813961302606,0.0210007560272169,0.0126704561364209,0.0082294237508073,49.0,,,,,,,,,,
2001,4,1,1993.0,53.0,71.0,-3.35,-3.35,,2001-04-01,-0.0016808830908178,0.0265930757651781,0.0356246864024084,-0.0016808830908178,,55.0,63.0,,,,,,,,,
2001,5,5,22160.2,831.8,574.0,184.0250000000005,216.12500000000065,162.32344832155383,2001-05-01,0.0083043023077409,0.0375357623126145,0.0259022933006019,0.0097528451909279,0.0073249992473693,43.0,39.0,,,,,,,,,
2001,6,5,21543.0,792.8,548.8,142.79000000000002,162.3500000000002,132.97141915652395,2001-06-01,0.0066281390706958,0.0368008169707097,0.0254746321310866,0.0075360906094787,0.0061723724252204,47.0,49.0,,,,,,,,,
2001,8,5,23478.2,873.8,531.2,174.385,195.1,141.51385930360308,2001-08-01,0.0074275285158146,0.0372175038972323,0.0226252438432247,0.008309836358835,0.0060274577822662,47.0,54.0,,,,,,,,,
2001,9,1,1361.0,15.0,43.0,-10.85,-10.85,,2001-09-01,-0.0079720793534166,0.0110213078618662,0.0315944158706833,-0.0079720793534166,,47.0,30.0,,,,,,,,,
2001,10,4,19827.0,732.0,729.25,10.287499999999971,4.974999999999996,26.54839527479322,2001-10-01,0.0005188631663892,0.0369193523982448,0.0367806526453825,0.0002509204619962,0.001339002132183,43.0,56.0,,,,,,,,,
2001,11,4,22594.25,827.0,742.75,103.23125000000024,112.78750000000002,84.39044025391772,2001-11-01,0.0045689168704427,0.0366022328689821,0.0328734080573597,0.0049918673998915,0.003735040563591,42.0,7.0,,,,,,,,,
2001,12,4,23823.5,884.75,698.25,121.18750000000009,145.00000000000028,95.6006657490766,2001-12-01,0.0050868889961592,0.0371377001700002,0.0293092954435746,0.0060864272671941,0.0040128724053592,42.0,35.0,,,,,,,,,
2002,1,9,31757.666666666668,1239.6666666666667,605.7777777777778,316.0833333333328,333.6749999999996,90.18070227326884,2002-01-01,0.0099529772338437,0.039035193601545,0.0190750090091981,0.0105069117168557,0.0028396513893737,,,,,,,,,,,
2002,3,3,31701.33333333333,1433.6666666666667,638.3333333333334,388.7833333333327,403.3749999999999,33.395661519624355,2002-03-01,0.0122639426312247,0.0452241756393001,0.0201358512786002,0.0127242282133243,0.0010534465906678,,,,,,,,,,,
2002,5,4,19196.75,877.5,461.5,237.2499999999993,220.5624999999997,208.6005862487758,2002-05-01,0.0123588628283433,0.0457108625157904,0.0240405276934897,0.011489575058278,0.0108664532407191,38.0,,70.0,,,,,,,,
2002,6,7,25810.285714285717,1258.0,446.4285714285714,401.8499999999996,526.8500000000004,247.1092011473196,2002-06-01,0.0155693743358129,0.0487402585901523,0.0172965373715905,0.0204124047998583,0.009574059112819,43.0,,70.0,,,,,,,,
2002,8,6,26683.666666666668,1241.1666666666667,569.1666666666666,326.45833333333354,379.9000000000007,162.24040315737224,2002-08-01,0.0122343880776005,0.0465140972629948,0.021330152028082,0.0142371738017014,0.0060801390297699,36.0,,96.0,,,,,,,,
2002,9,5,25930.6,1088.4,541.6,290.62999999999954,350.82499999999976,157.6135854312689,2002-09-01,0.0112079936445743,0.0419735756210808,0.0208865201730773,0.0135293822742242,0.0060782853243376,35.0,,118.0,,,,,,9.0,,
2002,11,7,28753.42857142857,1094.7142857142858,656.7142857142857,276.88214285714287,308.70000000000016,115.70882971411268,2002-11-01,0.0096295348629231,0.0380724783131452,0.0228395123066069,0.0107361109731013,0.0040241750449575,71.0,16.0,84.0,,,,,,,,
2002,12,5,23821.8,1050.2,612.8,260.0450000000004,297.9250000000002,155.40845014026792,2002-12-01,0.0109162615755316,0.0440856694288424,0.025724336532084,0.0125064016992838,0.0065237912391283,36.0,,84.0,,,,,,,,
2003,1,9,28995.11111111111,1123.111111111111,535.5555555555555,308.1138888888895,341.5500000000002,119.08489232417848,2003-01-01,0.0106264082833887,0.0387344993025644,0.0184705467588405,0.0117795720351323,0.0041070679766612,28.0,,84.0,,,,,,,,
2003,3,3,21969.33333333333,894.3333333333334,583.3333333333334,176.00833333333313,233.2749999999999,131.67195585367932,2003-03-01,0.0080115463980093,0.0407082599987861,0.0265521636220185,0.0106182102324452,0.0059934433992995,34.0,,84.0,,,,,,,,
2003,5,2,4343.0,109.5,76.5,19.550000000000008,19.550000000000008,16.617009357883873,2003-05-01,0.004501496661294,0.0252129864149205,0.0176145521528897,0.004501496661294,0.003826159189013,29.0,,84.0,,,,,,,,
2003,6,5,23006.8,988.4,524.0,279.83500000000095,364.9000000000012,210.09240496743425,2003-06-01,0.0121631430707443,0.0429612114679138,0.0227758749587078,0.0158605281916651,0.0091317525673902,72.0,45.0,100.0,,,,,,,,
2003,8,4,19999.75,785.0,341.25,197.17499999999995,198.06250000000009,179.4592235486008,2003-08-01,0.0098588732359154,0.0392504906311328,0.017062713283916,0.0099032487906098,0.0089730733408468,34.0,,78.0,,,,,,,,
2003,9,4,20709.0,932.25,438.75,288.68750000000034,302.20000000000044,256.0417849199622,2003-09-01,0.0139401950842628,0.045016659423439,0.0211864406779661,0.0145926891689603,0.012363792791538,40.0,,91.0,,,,,,,,
2003,10,4,19028.5,796.0,371.75,248.86250000000064,246.1875000000003,241.2470142302292,2003-10-01,0.0130784087027354,0.041831988858817,0.0195364847465643,0.0129378300969598,0.0126781939842987,40.0,,91.0,,,,,,,,
2003,12,4,24349.0,893.25,521.25,217.8000000000009,281.3500000000011,141.2938250596967,2003-12-01,0.0089449258696456,0.0366852848166249,0.0214074499979465,0.0115548893178365,0.0058028594627991,41.0,,77.0,,,,,,,,
2004,1,2,16352.0,535.5,165.5,172.33750000000015,172.33750000000015,227.17573112570827,2004-01-01,0.0105392306751467,0.0327482876712328,0.0101210861056751,0.0105392306751467,0.0138928406999576,34.0,,84.0,,,,,,,,
2004,3,3,22472.33333333333,893.6666666666666,446.6666666666667,219.4000000000009,298.4000000000014,180.42464493522016,2004-03-01,0.0097631161279796,0.039767417713633,0.0198762923298277,0.0132785499206432,0.0080287454915772,34.0,,84.0,,,,,,,,
2004,5,2,3645.0,140.0,55.5,38.43749999999999,38.43749999999999,30.03436053089857,2004-05-01,0.0105452674897119,0.0384087791495198,0.0152263374485596,0.0105452674897119,0.0082398794323452,34.0,,84.0,,,,,,,,
2004,6,2,3787.5,131.5,37.5,41.77499999999998,41.77499999999998,32.77439930799643,2004-06-01,0.011029702970297,0.0347194719471947,0.0099009900990099,0.011029702970297,0.0086533067479858,73.0,96.0,84.0,,,,,,,,
2004,8,3,23343.0,832.6666666666666,409.0,225.53333333333413,325.75000000000125,177.05575628409704,2004-08-01,0.0096617115766325,0.035670936326379,0.0175213125990661,0.0139549329563467,0.0075849614995543,73.0,96.0,84.0,,,,,,,,
2004,9,2,3502.5,91.5,47.0,21.062500000000007,21.062500000000007,14.796209396328516,2004-09-01,0.0060135617416131,0.0261241970021413,0.0134189864382583,0.0060135617416131,0.0042244709197226,73.0,96.0,84.0,,,,,,,,
2004,11,2,2717.0,83.5,48.5,21.875,21.875,21.036426740299785,2004-11-01,0.0080511593669488,0.0307324254692675,0.0178505704821494,0.0080511593669488,0.007742519963305,42.0,40.0,48.0,,,,,,,,
2004,12,2,3739.5,106.0,50.0,29.950000000000017,29.950000000000017,17.253405460951754,2004-12-01,0.0080090921246155,0.0283460355662521,0.0133707714935151,0.0080090921246155,0.004613826838067,75.0,96.0,84.0,,,,,,,,
2005,2,2,5235.5,146.5,60.5,44.31249999999997,44.31249999999997,45.20180098735,2005-02-01,0.0084638525451246,0.0279820456498901,0.011555725336644,0.0084638525451246,0.0086337123459745,75.0,96.0,84.0,,,,,,,,
2005,3,2,3226.0,98.5,48.5,27.0625,27.0625,22.71580534561783,2005-03-01,0.0083888716676999,0.0305331680099194,0.0150340979541227,0.0083888716676999,0.0070414771685114,45.0,39.0,48.0,,,,,,,,
2005,5,2,3216.5,93.5,46.5,22.599999999999994,22.599999999999994,15.27350647362942,2005-05-01,0.0070262707912327,0.0290688636716928,0.0144567076014301,0.0070262707912327,0.0047484863900604,49.0,47.0,44.0,,,,,,,,
2005,6,2,3285.5,77.5,52.0,18.83750000000001,18.83750000000001,5.992729970555992,2005-06-01,0.0057335260995282,0.0235884949018414,0.0158271191599452,0.0057335260995282,0.0018239932949493,49.0,47.0,44.0,,,,,,,,
2005,8,2,2603.5,74.0,34.5,20.850000000000016,20.850000000000016,15.3442171517481,2005-08-01,0.0080084501632417,0.0284232763587478,0.0132513923564432,0.0080084501632417,0.0058936881704429,53.0,47.0,40.0,,,,,,,,
2005,9,1,3978.0,114.0,85.0,16.25000000000001,16.25000000000001,,2005-09-01,0.0040849673202614,0.028657616892911,0.0213675213675213,0.0040849673202614,,,,,,,,,,,,
2005,11,1,4174.0,107.0,78.0,17.575000000000006,17.575000000000006,,2005-11-01,0.0042105893627216,0.0256348826066123,0.018687110685194,0.0042105893627216,,,,,,,,,,,,
2005,12,1,4215.0,129.0,56.0,41.05,41.05,,2005-12-01,0.0097390272835112,0.0306049822064056,0.0132858837485172,0.0097390272835112,,,,,,,,,,,,
2006,1,3,3521.333333333333,110.0,38.333333333333336,32.32499999999998,36.325,27.593307612535305,2006-01-01,0.0091797614539946,0.0312381673608481,0.0108860280196895,0.0103156948125709,0.007836039647634,20.0,27.0,12.0,1.0,,,2.0,,1.0,,
2006,2,5,3137.2,127.2,55.0,35.15999999999997,29.65000000000001,20.52057351781374,2006-02-01,0.0112074461303072,0.0405457095499171,0.017531556802244,0.0094511028943006,0.0065410472771304,230.0,54.0,129.0,16.0,5.0,40.0,5.0,,3.0,3.0,
2006,3,11,3619.5454545454554,139.45454545454547,77.36363636363636,29.074999999999992,28.55000000000002,14.349211650819008,2006-03-01,0.0080327765917367,0.038528192892126,0.0213738540750973,0.0078877307547406,0.0039643684078615,370.0,166.0,100.0,17.0,1.0,8.0,29.0,7.0,3.0,12.0,
2006,4,11,3417.090909090909,138.54545454545453,70.63636363636364,27.59772727272728,19.974999999999984,21.179254161045943,2006-04-01,0.0080763807598169,0.0405448547408747,0.0206714909013514,0.005845615622007,0.006198036494932,476.0,189.0,109.0,22.0,4.0,15.0,29.0,6.0,6.0,2.0,
2006,5,12,3496.75,151.41666666666666,73.41666666666667,31.847916666666677,39.51250000000003,25.309523581085337,2006-05-01,0.0091078620623912,0.043302113867639,0.0209956864707704,0.0112997783656252,0.0072380134642411,453.0,197.0,90.0,31.0,21.0,6.0,30.0,4.0,3.0,13.0,
2006,6,15,7853.933333333333,293.93333333333334,141.06666666666666,69.05,28.200000000000006,104.42895098377376,2006-06-01,0.0087917731242944,0.0374249845088236,0.0179612763031686,0.003590557597467,0.0132963887712874,454.0,327.0,192.0,52.0,8.0,26.0,27.0,8.0,5.0,18.0,
2006,7,3,4512.666666666667,184.66666666666663,92.0,38.90000000000003,38.57500000000003,7.892520193195573,2006-07-01,0.008620180233417,0.0409218496085093,0.0203870586497266,0.0085481607327522,0.0017489703486177,129.0,132.0,26.0,3.0,14.0,7.0,12.0,1.0,1.0,6.0,
2006,8,4,3584.5,101.25,38.75,31.693749999999987,38.837499999999984,19.33373966886213,2006-08-01,0.008841888687404,0.0282466173803877,0.0108104338122471,0.0108348444692425,0.0053937061427987,126.0,170.0,141.0,22.0,,23.0,15.0,,2.0,9.0,1.0
2006,9,5,3103.8,101.2,35.2,31.79000000000001,30.52499999999999,28.318989874287556,2006-09-01,0.0102422836522971,0.0326051936336104,0.0113409369160384,0.009834718731877,0.0091239737980177,181.0,104.0,110.0,20.0,11.0,6.0,3.0,1.0,4.0,2.0,
2006,10,8,3593.25,142.625,86.0,25.41562500000001,24.52500000000001,11.883534057528037,2006-10-01,0.0070731580045919,0.0396924789535935,0.023933764697697,0.0068252974326862,0.0033071826501156,272.0,106.0,61.0,13.0,5.0,7.0,10.0,5.0,,5.0,
2006,11,8,4108.125,140.25,65.25,33.103125000000006,33.30000000000001,11.257080609078256,2006-11-01,0.0080579643998174,0.0341396622546782,0.0158831583751711,0.0081058877225011,0.0027401991441541,531.0,204.0,171.0,34.0,39.0,28.0,19.0,4.0,3.0,9.0,
2006,12,5,3301.8,107.2,50.8,29.395000000000003,24.425,32.505645663484366,2006-12-01,0.0089027197286328,0.0324671391362287,0.0153855472772427,0.0073974801623356,0.0098448257506464,119.0,147.0,69.0,13.0,1.0,36.0,,1.0,3.0,,
2007,1,7,4343.428571428572,153.42857142857142,85.14285714285714,25.83214285714286,21.54999999999999,27.40226463529716,2007-01-01,0.0059474082357584,0.0353242994342849,0.0196026838573871,0.0049615182212866,0.0063089018697237,312.0,85.0,102.0,12.0,2.0,8.0,2.0,3.0,2.0,1.0,
2007,2,3,5397.0,185.33333333333331,114.66666666666669,26.125000000000004,30.60000000000003,13.72117433020949,2007-02-01,0.004840652214193,0.0343400654684701,0.0212463714409239,0.0056698165647582,0.0025423706374299,231.0,150.0,169.0,29.0,4.0,12.0,19.0,4.0,1.0,6.0,
2007,3,13,4664.846153846154,147.0,80.76923076923077,31.680769230769236,39.59999999999998,22.377204625667044,2007-03-01,0.006791385650446,0.0315122932572596,0.0173144468446481,0.0084890259386903,0.0047969866288552,934.0,375.0,509.0,80.0,6.0,14.0,16.0,2.0,5.0,12.0,
2007,4,5,4074.4,151.4,91.2,27.315,18.349999999999977,16.14263183313055,2007-04-01,0.0067040545847241,0.0371588454741802,0.0223836638523463,0.004503730610642,0.0039619654018089,220.0,182.0,180.0,48.0,5.0,22.0,9.0,,6.0,7.0,
2007,5,12,4176.333333333333,145.75,73.91666666666667,31.97916666666667,34.0,18.79792612271768,2007-05-01,0.0076572352143028,0.0348990342405619,0.0176989384627663,0.0081411126187245,0.0045010598106914,541.0,349.0,383.0,67.0,8.0,23.0,14.0,1.0,5.0,7.0,1.0
2007,6,8,4062.875,134.25,69.75,27.771874999999987,18.875,25.15500318560617,2007-06-01,0.0068355228748115,0.0330431037135033,0.0171676460634402,0.004645725009999,0.0061914292676014,311.0,214.0,295.0,70.0,4.0,23.0,8.0,2.0,2.0,11.0,
2007,7,2,5405.0,235.5,85.5,60.27499999999998,60.27499999999998,17.218050121892368,2007-07-01,0.0111517113783533,0.0435707678075855,0.0158186864014801,0.0111517113783533,0.0031855781909144,153.0,89.0,112.0,19.0,1.0,,17.0,1.0,1.0,1.0,1.0
2007,8,6,2903.833333333333,99.83333333333331,45.5,22.729166666666675,17.124999999999996,26.805337232847265,2007-08-01,0.0078272972507604,0.0343798427366125,0.0156689433507432,0.0058973770303621,0.0092310178153638,199.0,41.0,100.0,17.0,1.0,,1.0,1.0,1.0,5.0,
2007,9,10,4696.5,142.8,84.7,26.4075,20.15,22.7969876482252,2007-09-01,0.0056228042159054,0.030405621207282,0.0180347066964761,0.0042904290429042,0.0048540376127382,471.0,416.0,412.0,69.0,7.0,35.0,24.0,1.0,4.0,7.0,
2007,10,12,4348.583333333333,137.75,89.41666666666667,19.34583333333333,19.5125,16.982192656551828,2007-10-01,0.0044487668397754,0.0316769829254738,0.0205622520744303,0.0044870934978824,0.0039052241511339,593.0,268.0,427.0,77.0,6.0,15.0,6.0,1.0,3.0,3.0,
2007,11,11,3969.909090909091,155.27272727272728,81.0,29.07500000000001,30.15000000000001,24.291971410324027,2007-11-01,0.0073238452907096,0.0391124138404818,0.0204034898898532,0.0075946323478898,0.006119024605866,519.0,245.0,188.0,40.0,13.0,12.0,26.0,3.0,12.0,7.0,
2007,12,4,22285.25,739.25,473.0,136.8812499999997,158.42499999999987,106.47785249955312,2007-12-01,0.006142235335031,0.0331721654457544,0.0212248011577164,0.0071089622059433,0.0047779518964136,10.0,7.0,10.0,,,,,,,,
2008,1,7,6472.0,192.28571428571428,121.28571428571428,28.03214285714282,24.050000000000008,45.826879199252126,2008-01-01,0.0043312952498675,0.0297104008476072,0.0187400671022426,0.0037160074165636,0.0070807909763986,263.0,85.0,173.0,14.0,5.0,7.0,1.0,3.0,2.0,,3.0
2008,2,7,4179.0,147.14285714285714,96.0,20.189285714285724,15.424999999999988,15.9358927761023,2008-02-01,0.004831128431272,0.0352100639250675,0.0229720028715003,0.0036910744197176,0.0038133268188806,317.0,147.0,179.0,39.0,2.0,5.0,3.0,1.0,3.0,1.0,2.0
2008,3,12,4140.333333333333,129.0,84.08333333333333,20.13958333333333,19.787499999999994,10.992670380000174,2008-03-01,0.0048642420095,0.0311569116818291,0.0203083487641896,0.0047792045729007,0.002655020621528,569.0,270.0,346.0,41.0,4.0,18.0,6.0,3.0,6.0,2.0,4.0
2008,4,10,4566.8,174.9,93.1,36.98,33.40000000000002,23.821599092700147,2008-04-01,0.0080975737934658,0.0382981518787772,0.0203862660944206,0.0073136550757642,0.0052162562609924,337.0,169.0,167.0,21.0,5.0,20.0,39.0,4.0,8.0,2.0,
2008,5,10,4467.0,168.0,110.7,22.07250000000001,19.450000000000014,15.00955922256066,2008-05-01,0.0049412357286769,0.0376091336467427,0.0247817327065144,0.0043541526751734,0.0033600983260713,552.0,218.0,226.0,33.0,13.0,7.0,33.0,4.0,7.0,6.0,1.0
2008,6,10,3639.7,135.3,61.6,31.87,34.07499999999999,16.63104443169125,2008-06-01,0.0087562161716625,0.0371733934115449,0.0169244717971261,0.0093620353325823,0.0045693448448199,431.0,267.0,291.0,34.0,7.0,14.0,9.0,3.0,3.0,11.0,
2008,7,5,4541.4,165.8,79.4,39.079999999999984,39.19999999999999,24.42791308114549,2008-07-01,0.0086052759061082,0.0365085656405513,0.0174835953670674,0.0086316994759325,0.005378938891343,403.0,148.0,172.0,23.0,,15.0,8.0,4.0,2.0,1.0,1.0
2008,8,3,3563.0,124.66666666666669,83.33333333333333,15.075000000000005,21.7,11.713800621489169,2008-08-01,0.0042309851248947,0.0349892412760782,0.0233885302647581,0.006090373280943,0.0032876229642125,53.0,12.0,17.0,1.0,,,1.0,,,,
2008,9,5,2463.6,78.4,46.0,15.735000000000005,15.399999999999997,11.880388251231526,2008-09-01,0.0063869946419873,0.0318233479460951,0.0186718623153109,0.0062510147751258,0.0048223689930311,41.0,108.0,59.0,10.0,,4.0,,,2.0,3.0,
2008,10,9,3313.1111111111118,125.22222222222224,72.44444444444444,24.247222222222224,20.6,18.957095655570352,2008-10-01,0.0073185659668656,0.037795962170501,0.0218659869877255,0.0062177208397612,0.0057218411999508,357.0,70.0,56.0,4.0,1.0,10.0,3.0,1.0,,,
2008,11,3,4676.0,158.0,128.66666666666666,12.483333333333336,8.6,8.839730388045401,2008-11-01,0.0026696606786427,0.0337895637296834,0.0275163957798688,0.0018391787852865,0.001890447046203,124.0,59.0,91.0,10.0,3.0,4.0,1.0,1.0,3.0,3.0,
2008,12,9,3712.8888888888887,126.0,82.77777777777777,17.288888888888895,15.124999999999996,12.46009324247259,2008-12-01,0.0046564519990423,0.0339358391189849,0.0222947091213789,0.0040736473545606,0.0033559025371754,475.0,94.0,91.0,18.0,1.0,4.0,4.0,,2.0,1.0,
2009,1,3,13364.666666666666,423.0,250.33333333333331,77.775,37.45000000000001,96.71279323336702,2009-01-01,0.0058194492941587,0.0316506210405546,0.0187309821918491,0.0028021649124557,0.0072364538260114,132.0,18.0,15.0,2.0,3.0,2.0,1.0,,1.0,,
2009,2,4,4949.25,158.0,99.5,24.23750000000001,30.250000000000007,17.9022985023339,2009-02-01,0.0048972066474718,0.0319240288932666,0.0201040561701267,0.0061120371773501,0.0036171740167366,405.0,48.0,75.0,13.0,5.0,2.0,2.0,1.0,1.0,,
2009,3,6,4189.166666666667,138.5,86.83333333333333,22.075000000000006,21.1125,12.197141058461208,2009-03-01,0.0052695444599164,0.0330614680724089,0.0207280684304754,0.0050397851601352,0.0029115912612201,238.0,63.0,47.0,13.0,12.0,12.0,1.0,,7.0,1.0,
2009,4,9,4595.777777777777,169.0,119.55555555555556,26.36666666666667,28.724999999999994,13.639195586617271,2009-04-01,0.0057371500411005,0.0367728833228567,0.0260142159470045,0.0062503022097577,0.002967766555765,545.0,98.0,90.0,18.0,4.0,6.0,3.0,1.0,3.0,7.0,
2009,5,4,4089.0,161.75,71.5,36.25625000000003,40.80000000000001,11.85445371650112,2009-05-01,0.0088667767180239,0.0395573489850819,0.0174859378821227,0.0099779897285399,0.0028991082701152,216.0,66.0,46.0,6.0,1.0,2.0,1.0,3.0,,3.0,1.0
